file_name,num_var,num_clause,zero_lits,one_lits,two_lits,three_lits,four_lits,five_to_ten,more_than_ten,feasible,make_span,total_encoding_time,total_solving_time,optimized,timeout
data_set/j60.sm/j601_1.sm,14879,37349,0,728,25686,7293,80,505,3057,True,77,111.26727,7.80326,True,False
data_set/j60.sm/j601_2.sm,10791,26873,0,715,18149,5584,84,520,1821,True,68,63.06032,4.21793,True,False
data_set/j60.sm/j601_3.sm,10223,25000,0,626,16392,5449,76,462,1995,True,68,62.98864,5.4448,True,False
data_set/j60.sm/j601_4.sm,21279,52031,0,901,35054,11153,79,493,4351,True,91,150.61138,14.01832,True,False
data_set/j60.sm/j601_5.sm,13588,32851,0,738,22171,6717,82,507,2636,True,73,94.42213,8.66364,True,False
data_set/j60.sm/j601_6.sm,12074,28909,0,687,19095,6083,84,519,2441,True,66,82.22705,120.70598,True,False
data_set/j60.sm/j601_7.sm,11572,29128,0,581,20344,5369,74,480,2280,True,72,63.18557,14.98882,True,False
data_set/j60.sm/j601_8.sm,14134,36060,0,768,25276,6762,81,503,2670,True,75,87.80238,11.11012,True,False
data_set/j60.sm/j601_9.sm,14610,36916,0,748,25197,7393,79,492,3007,True,85,96.24156,6.704,True,False
data_set/j60.sm/j601_10.sm,14664,37022,0,633,25297,7751,76,474,2791,True,80,82.2253,6.59286,True,False
data_set/j60.sm/j602_1.sm,12461,28765,0,607,18855,6897,79,529,1798,True,65,66.05347,4.06712,True,False
data_set/j60.sm/j602_2.sm,20593,49189,0,862,32394,12134,84,519,3196,True,82,141.05942,6.89504,True,False
data_set/j60.sm/j602_3.sm,16670,40742,0,740,27044,10128,78,498,2254,True,78,112.53656,8.82171,True,False
data_set/j60.sm/j602_4.sm,18721,44043,0,676,28958,10848,82,515,2964,True,78,132.19718,5.85084,True,False
data_set/j60.sm/j602_5.sm,8422,19801,0,484,12788,4797,79,517,1136,True,54,45.69714,2.37301,True,False
